/usr/sbin/exim4;root:root;rwsr-xr-x;0:63:0:0
/usr/sbin/unix_chkpwd;root:shadow;rwxr-xr-x;0:63:0:0
/usr/share;root:root;rwxr-xr-x;0:63:0:0
/usr/share/ppd/custom;root:lpadmin;rwxr-xr-x;0:63:0:0
/var;root:root;rwxr-xr-x;0:63:0:0
/var/backups/group.bak;root:root;rw-------;0:0:0:0
/var/backups/gshadow.bak;root:root;rw-------;0:0:0:0
/var/backups/passwd.bak;root:root;rw-------;0:0:0:0
/var/backups/shadow.bak;root:root;rw-------;0:0:0:0
/var/cache;root:root;rwxr-xr-x;0:0:0:0
/var/cache/apt/archives/lock;root:root;rw-r-----;0:0:0:0
/var/cache/apt/archives/partial;_apt:root;rwx------;0:0:0:0
/var/cache/astra-orientation;astra-orientation:astra-orientation;rwxr-xr-x;0:0:0:0
/var/cache/astra-orientation/hooks;root:root;rwsr-xr-x;0:0:0:0
/var/cache/cups;root:lp;rwxrwx---;0:0:0:0
/var/cache/debconf/passwords.dat;root:root;rw-------;0:0:0:0
/var/cache/ldconfig;root:root;rwx------;0:0:0:0
/var/cache/man;man:man;rwxr-xr-x;0:0:0:0
/var/cache/private;root:root;rwx------;0:0:0:0
/var/lib/afick;root:root;rwx------;0:0:0:0
/var/lib/apt/lists/auxfiles;_apt:root;rwxr-xr-x;0:0:0:0
/var/lib/apt/lists/lock;;rw-r-----;0:0:0:0
/var/lib/apt/lists/partial;_apt:root;rwx------;0:0:0:0
/var/lib/dpkg/lock;root:root;rw-r-----;0:0:0:0
/var/lib/dpkg/lock-frontend;root:root;rw-r-----;0:0:0:0
/var/lib/dpkg/triggers/Lock;root:root;rw-------;0:0:0:0
/var/lib/exim4/config.autogenerated;root:Debian-exim;rw-r--r--;0:0:0:0
/var/lib/fly-dm;fly-dm:fly-dm;rwxrwxr-x;0:0:0:0
/var/lib/fly-dm/.gnupg;fly-dm:fly-dm;rwx------;0:0:0:0
/var/lib/logcheck;logcheck:logcheck;rwxrwx---;0:0:0:0
/var/lib/NetworkManager;root:root;rwx------;0:0:0:0
/var/lib/ntp;ntp:ntp;rwxr-xr-x;0:0:0:0
/var/lib/openvpn/chroot;nm-openvpn:nm-openvpn;rwx------;0:0:0:0
/var/lib/polkit-1;root:root;rwx------;0:0:0:0
/var/lib/private;root:root;rwx------;0:0:0:0
/var/lib/syslog-ng/syslog-ng.ctl;root:root;rwsr-xr-x;0:0:0:0
/var/lib/syslog-ng/syslog-ng.persist;root:root;rw-------;0:0:0:0
/var/lib/systemd/random-seed;root:root;rw-------;0:0:0:0
/var/lib/udisks2;root:root;rwx------;0:0:0:0
/var/local;root:staff;rwxrwsr-x;0:0:0:0
/var/log/afick;root:root;rwx------;0:0:0:0
/var/log/apt/term.log;root:adm;rw-r-----;0:0:0:0
/var/log/astra-history.log;root:root;rw-------;0:0:0:0
/var/log/audit;root:adm;rwxr-x---;0:0:0:0
/var/log/auth.log;root:adm;rw-r-----;0:0:0:0
/var/log/boot.log;root:root;rw-------;0:0:0:0
/var/log/btmp;root:utmp;rw-------;0:0:0:0
/var/log/cron.log;root:adm;rwxr-x---;0:0:0:0
/var/log/cups/access_log;root:adm;rw-r-----;0:0:0:0
/var/log/daemon.log;root:adm;rw-r-----;0:0:0:0
/var/log/debug;root:adm;rw-r-----;0:0:0:0
/var/log/error;root:adm;rw-r-----;0:0:0:0
/var/log/exim4;Debian-exim:adm;rwxr-s---;0:0:0:0
/var/log/hp/tmp;root:lp;rwxrwxr-x;0:0:0:0
/var/log/installer/cdebconf/questions.dat;root:root;rw-------;0:0:0:0
/var/log/installer/cdebconf/templates.dat;root:root;rw-------;0:0:0:0
/var/log/installer/partman;root:root;rw-------;0:0:0:0
/var/log/installer/syslog;root:root;rw-------;0:0:0:0
/var/log/installer/Xorg.0.log;root:root;rw-------;0:0:0:0
/var/log/kern.log;root:adm;rw-r-----;0:0:0:0
/var/log/lastlog;root:utmp;rw-rw-r--;0:0:0:0
/var/log/messages;root:adm;rw-r-----;0:0:0:0
/var/log/ntpstats;ntp:ntp;rwxr-xr-x;0:0:0:0
/var/log/private;root:root;rwx------;0:0:0:0
/var/log/samba;root:adm;rwxr-x---;0:0:0:0
/var/log/syslog;root:root;rw-r-----;0:0:0:0
/var/log/user.log;root:adm;rw-r-----;0:0:0:0
/var/log/user.log;root:adm;rw-r-----;0:0:0:0
/var/log/wtmp;root:utmp;rw-r--r--;0:0:0:0
/var/mail;root:mail;rwxrwsr-x;0:0:0:0
/var/private/tmp;root:root;rwxrwxrwx;0:0:0:0
/var/private/vartmp;root:root;rwxrwxrwx;0:0:0:0
/var/spool/anacron/cron.daily;root:root;rw-------;0:0:0:0
/var/spool/anacron/cron.monthly;root:root;rw-------;0:0:0:0
/var/spool/anacron/cron.weekly;root:root;rw-------;0:0:0:0
/var/spool/cron/crontabs;root:crontab;rwx-wx---;0:0:0:0
/var/spool/cups;root:lp;rwx--x---;0:0:0:0
/var/spool/exim4;Debian-exim:Debian-exim;rwxr-x---;0:0:0:0
/var/tmp;root:root;rwxrwxrwx;0:0:0:0
